age,home_country,destination_country,education,employment,monthly_income,travel_purpose,travel_history,criminal_record,english_level,visa_approved
32,Mexico,USA,Bachelors,Employed,62225,Work,3,0,Medium,1
27,India,Australia,HighSchool,Unemployed,94608,Work,2,0,Medium,0
42,Philippines,Australia,HighSchool,Unemployed,29371,Study,3,0,High,0
41,Brazil,Canada,Masters,Employed,23486,Study,0,0,Low,0
41,India,UK,Masters,Unemployed,18799,Study,0,0,Low,0
41,India,Canada,Bachelors,Employed,28120,Study,2,0,High,1
19,Philippines,Canada,Masters,Unemployed,6501,Tourist,3,1,High,0
48,Philippines,Canada,Masters,Employed,28061,Tourist,0,0,Low,0
25,Nigeria,UK,Masters,Employed,88844,Business,3,0,Low,1
46,Philippines,UK,Bachelors,Unemployed,48488,Tourist,3,0,High,1
47,Mexico,Australia,HighSchool,Unemployed,81327,Work,2,0,High,0
42,Brazil,Australia,Masters,Unemployed,60221,Work,2,0,High,1
21,Philippines,Canada,Masters,Unemployed,51443,Business,3,0,High,1
32,Nigeria,Canada,HighSchool,Employed,67705,Study,1,0,High,1
24,Mexico,USA,Masters,Employed,50416,Work,1,0,Low,1
43,India,Germany,Bachelors,Employed,25923,Work,2,0,Medium,1
32,Mexico,Canada,Bachelors,Unemployed,53011,Work,2,0,High,1
32,Philippines,UK,Bachelors,Employed,61546,Work,2,1,Low,0
18,Philippines,Germany,Bachelors,Employed,8500,Tourist,0,0,Low,0
38,Philippines,Germany,Masters,Employed,15617,Work,1,0,Low,0
42,India,Canada,Bachelors,Unemployed,97671,Work,1,0,Medium,0
32,Philippines,Germany,HighSchool,Unemployed,71459,Tourist,2,0,High,1
38,Philippines,Australia,HighSchool,Employed,37667,Tourist,2,0,Medium,0
40,Nigeria,Canada,Bachelors,Employed,26466,Tourist,3,0,Low,1
40,Brazil,Canada,HighSchool,Employed,28269,Business,0,0,High,0
30,Philippines,Australia,Bachelors,Employed,69810,Study,1,1,Medium,0
34,Philippines,UK,HighSchool,Employed,85485,Business,3,0,High,1
19,Nigeria,USA,HighSchool,Unemployed,20744,Business,3,0,Medium,0
35,Mexico,USA,HighSchool,Unemployed,85060,Study,3,1,High,0
36,India,USA,Bachelors,Unemployed,55242,Tourist,2,0,High,1
18,Nigeria,UK,Masters,Unemployed,67509,Business,3,0,High,1
46,Mexico,Australia,Bachelors,Employed,12594,Work,1,0,Medium,0
23,Nigeria,Germany,Masters,Employed,46716,Study,0,0,High,1
24,Brazil,Australia,Masters,Unemployed,46760,Study,0,0,High,0
18,India,USA,Bachelors,Employed,23871,Business,1,0,Low,0
33,India,Germany,HighSchool,Unemployed,11587,Tourist,2,0,High,0
29,Nigeria,USA,Bachelors,Unemployed,24035,Tourist,3,0,Medium,0
43,India,USA,Bachelors,Employed,71026,Tourist,0,0,Low,0
32,Nigeria,Canada,Bachelors,Employed,28413,Study,3,0,Low,1
36,Nigeria,Australia,Bachelors,Employed,87524,Study,1,0,Low,0
24,India,USA,Bachelors,Employed,91574,Tourist,0,0,Medium,0
25,India,USA,HighSchool,Employed,91417,Tourist,3,0,Medium,1
39,Brazil,UK,Bachelors,Unemployed,52116,Study,2,0,Medium,0
36,India,Australia,Bachelors,Unemployed,41470,Tourist,1,0,High,0
41,Brazil,Australia,Bachelors,Employed,59673,Tourist,3,0,High,1
33,Mexico,Canada,Bachelors,Unemployed,80369,Tourist,1,0,Medium,0
48,Mexico,Australia,HighSchool,Unemployed,17734,Tourist,2,0,Medium,0
47,Brazil,Germany,Bachelors,Employed,39639,Business,0,0,Low,0
28,Philippines,Germany,Masters,Employed,15952,Tourist,3,0,High,1
23,Philippines,USA,Bachelors,Employed,51362,Tourist,3,0,Medium,1
25,Philippines,UK,Bachelors,Unemployed,82662,Work,3,0,High,1
30,Mexico,Australia,HighSchool,Employed,24586,Business,0,0,High,0
47,Philippines,Canada,HighSchool,Employed,7485,Study,1,0,High,0
36,Brazil,Germany,Masters,Unemployed,63089,Work,0,0,Medium,0
29,Philippines,USA,Masters,Employed,25822,Tourist,2,0,Low,0
30,Philippines,USA,HighSchool,Unemployed,49144,Work,3,0,Low,0
40,Brazil,Australia,HighSchool,Unemployed,73363,Work,1,0,Low,0
42,Nigeria,UK,HighSchool,Employed,27280,Work,2,0,Low,0
47,Brazil,UK,Bachelors,Employed,98809,Business,0,0,High,1
34,Nigeria,Canada,Bachelors,Employed,54839,Business,1,0,Medium,1
48,India,UK,Bachelors,Employed,44075,Study,0,0,High,0
31,Philippines,UK,HighSchool,Employed,25591,Business,1,0,Medium,0
22,Brazil,Germany,Bachelors,Employed,90940,Study,2,0,Low,1
36,India,Germany,Bachelors,Unemployed,84924,Work,2,0,Medium,1
43,Nigeria,UK,HighSchool,Employed,73176,Work,1,0,Medium,0
46,Mexico,Australia,Bachelors,Employed,40651,Business,2,0,Low,0
34,Philippines,UK,Masters,Employed,8087,Tourist,1,0,High,0
46,India,Canada,HighSchool,Unemployed,38165,Work,1,0,Medium,0
33,Mexico,USA,HighSchool,Unemployed,66167,Work,0,0,High,0
49,Philippines,Germany,Masters,Unemployed,86499,Tourist,1,0,High,1
21,Nigeria,Germany,HighSchool,Employed,78810,Study,3,0,High,1
19,Brazil,Canada,HighSchool,Employed,76815,Study,3,1,Medium,0
35,Mexico,Germany,Bachelors,Employed,34360,Work,3,0,High,1
38,India,USA,HighSchool,Unemployed,19255,Tourist,0,0,Low,0
39,Philippines,Germany,Masters,Unemployed,57994,Work,0,1,Medium,0
35,Brazil,Australia,HighSchool,Employed,43399,Study,1,0,High,0
37,Nigeria,Canada,HighSchool,Employed,44261,Study,0,0,Low,0
43,Mexico,UK,HighSchool,Employed,36337,Work,2,0,Low,0
29,Philippines,Germany,HighSchool,Employed,43299,Tourist,1,0,High,1
21,India,Germany,Bachelors,Employed,93935,Study,1,0,Low,1
22,Mexico,UK,Masters,Unemployed,50070,Tourist,2,0,High,1
41,Mexico,Germany,Masters,Unemployed,50608,Work,2,0,Medium,1
30,Brazil,Australia,Masters,Employed,11915,Business,3,0,Low,0
24,Mexico,USA,Masters,Unemployed,62023,Tourist,2,0,Low,0
21,India,Canada,Masters,Unemployed,27897,Tourist,1,1,Low,0
20,India,USA,Bachelors,Employed,24925,Work,0,0,Medium,0
40,Brazil,Canada,Masters,Unemployed,13479,Work,0,0,Low,0
34,Brazil,Australia,Masters,Unemployed,18728,Study,0,0,High,0
27,Philippines,Germany,Bachelors,Employed,46944,Work,1,0,Low,0
38,India,USA,HighSchool,Employed,64189,Study,1,0,Low,0
31,India,Australia,Bachelors,Employed,77963,Tourist,1,0,High,1
18,Mexico,Australia,Masters,Employed,61315,Work,3,0,Medium,1
34,Nigeria,Canada,Bachelors,Employed,76441,Study,1,1,High,0
38,Philippines,USA,Masters,Unemployed,63212,Tourist,1,0,Medium,0
32,Mexico,Canada,Bachelors,Unemployed,78162,Study,1,0,Medium,0
33,India,Germany,HighSchool,Unemployed,54055,Work,2,0,Low,0
26,Mexico,Germany,Masters,Employed,39782,Work,0,0,Medium,1
48,Brazil,Canada,HighSchool,Unemployed,40072,Work,3,0,Low,0
22,India,Australia,Bachelors,Unemployed,17373,Work,3,0,Low,0
18,Mexico,Canada,HighSchool,Unemployed,74519,Study,2,0,Medium,0
21,Philippines,UK,HighSchool,Unemployed,34904,Study,1,0,High,0
43,Brazil,Germany,Masters,Unemployed,48139,Business,2,0,Low,0
38,Nigeria,Canada,Masters,Unemployed,63300,Business,0,0,High,1
38,India,Australia,Masters,Unemployed,64184,Business,0,0,Low,0
27,Nigeria,Germany,Masters,Employed,12355,Business,0,0,Low,0
23,Nigeria,Germany,Bachelors,Employed,86845,Work,2,0,High,1
31,Brazil,Germany,Bachelors,Unemployed,16211,Tourist,1,0,High,0
39,Mexico,Germany,Masters,Employed,57311,Study,1,0,Medium,1
20,India,Australia,HighSchool,Employed,32443,Tourist,2,0,Medium,0
33,India,Australia,Bachelors,Employed,77209,Work,1,0,High,1
36,Brazil,Germany,Masters,Employed,7824,Business,1,0,Medium,0
21,Brazil,Australia,Bachelors,Employed,50246,Business,2,0,Medium,1
28,India,Australia,HighSchool,Unemployed,88175,Tourist,2,0,Medium,0
30,Nigeria,Germany,Bachelors,Employed,78450,Business,3,0,Medium,1
39,Philippines,Australia,HighSchool,Employed,82059,Study,3,1,High,0
28,Philippines,USA,Masters,Unemployed,13570,Work,1,0,Medium,0
18,Brazil,USA,Bachelors,Unemployed,30271,Tourist,1,0,Medium,0
44,Brazil,UK,Bachelors,Unemployed,43301,Work,1,0,Low,0
25,Brazil,UK,HighSchool,Unemployed,11800,Business,0,0,High,0
46,Philippines,Australia,Masters,Unemployed,7204,Study,3,0,Low,0
40,Brazil,Germany,Masters,Employed,48586,Tourist,0,0,Low,0
49,Brazil,UK,Masters,Unemployed,7895,Business,2,0,High,0
24,Brazil,UK,Masters,Unemployed,63931,Business,1,0,Medium,0
18,Philippines,UK,HighSchool,Unemployed,82226,Study,2,1,Medium,0
29,Nigeria,Canada,HighSchool,Employed,57537,Study,0,0,Low,0
21,Nigeria,USA,HighSchool,Employed,43613,Tourist,0,0,Medium,0
23,Brazil,Germany,HighSchool,Employed,92615,Business,1,1,Medium,0
32,Nigeria,Canada,Bachelors,Employed,22160,Tourist,1,0,High,1
23,Mexico,Australia,HighSchool,Employed,98057,Tourist,3,0,Low,1
36,Nigeria,Canada,Bachelors,Unemployed,39487,Study,0,0,Medium,0
22,Nigeria,Germany,Bachelors,Employed,23074,Business,3,0,Low,1
43,Philippines,UK,HighSchool,Unemployed,72373,Business,0,0,Low,0
25,Philippines,Canada,Bachelors,Unemployed,36016,Work,1,0,High,0
39,Nigeria,Australia,HighSchool,Employed,72356,Tourist,1,0,Medium,0
33,Philippines,Canada,HighSchool,Unemployed,82183,Study,2,0,Low,0
23,Philippines,USA,Bachelors,Unemployed,21857,Business,1,0,High,0
40,Nigeria,UK,Masters,Employed,42010,Tourist,1,0,Low,0
35,India,Australia,Bachelors,Unemployed,28437,Work,3,0,Low,0
23,India,UK,HighSchool,Employed,68713,Tourist,3,0,Medium,1
24,India,UK,HighSchool,Unemployed,69069,Work,0,0,High,0
33,Philippines,Australia,Masters,Employed,19306,Work,3,0,Low,1
36,Mexico,Germany,HighSchool,Employed,91345,Business,0,0,High,1
38,Philippines,Australia,HighSchool,Employed,62393,Work,3,0,Medium,1
31,Nigeria,USA,Masters,Employed,74206,Tourist,3,0,High,1
31,Brazil,UK,Masters,Employed,58397,Study,0,0,Low,0
45,Mexico,Canada,Masters,Unemployed,40595,Study,2,0,Low,0
37,Philippines,UK,Bachelors,Employed,16082,Study,3,0,Low,0
24,Brazil,UK,HighSchool,Employed,96922,Work,0,0,Low,0
48,Mexico,USA,HighSchool,Employed,17477,Study,2,0,Low,0
34,Nigeria,Germany,Masters,Employed,56408,Study,1,0,Low,1
23,Philippines,Germany,Bachelors,Employed,41186,Study,3,1,Medium,0
47,Philippines,Germany,HighSchool,Employed,59503,Study,3,0,Medium,1
26,Nigeria,USA,Bachelors,Employed,47570,Work,3,0,Medium,1
28,India,Australia,Masters,Unemployed,92098,Study,0,0,High,0
37,Brazil,USA,HighSchool,Unemployed,91309,Tourist,2,0,High,0
32,Nigeria,UK,Bachelors,Unemployed,79052,Business,3,0,High,1
41,Nigeria,Germany,Bachelors,Unemployed,26644,Work,3,0,Low,0
20,Brazil,Canada,Masters,Employed,45899,Business,2,1,High,0
24,Brazil,Germany,HighSchool,Unemployed,40611,Study,1,0,Medium,0
38,India,Canada,HighSchool,Employed,73759,Tourist,0,0,High,1
41,Mexico,UK,Masters,Unemployed,23494,Tourist,2,0,High,0
21,Philippines,Australia,Bachelors,Unemployed,56157,Tourist,2,0,Medium,0
36,Brazil,Australia,HighSchool,Unemployed,92458,Tourist,0,0,High,0
20,Brazil,Australia,Masters,Employed,33282,Study,3,0,High,1
31,Brazil,Germany,HighSchool,Employed,87918,Business,3,0,High,1
27,Nigeria,Germany,Masters,Employed,39852,Study,2,0,Medium,1
40,Mexico,Germany,Bachelors,Employed,29386,Tourist,2,0,Low,0
36,Philippines,UK,Bachelors,Employed,90470,Business,3,0,Medium,1
45,Philippines,Australia,Masters,Employed,68361,Tourist,1,0,Medium,1
43,Philippines,Germany,HighSchool,Unemployed,13537,Business,3,0,Medium,0
49,India,Australia,HighSchool,Unemployed,76711,Study,0,0,Medium,0
21,Mexico,Australia,Masters,Employed,15012,Work,0,0,High,0
37,Mexico,USA,Bachelors,Unemployed,36229,Business,3,0,High,1
40,India,Germany,Masters,Employed,85232,Study,0,0,Medium,1
27,Nigeria,Germany,Masters,Unemployed,5131,Business,3,0,Medium,0
23,India,UK,Masters,Unemployed,44307,Tourist,2,1,Low,0
30,Mexico,Canada,Bachelors,Employed,55920,Study,2,0,High,1
49,Mexico,USA,Masters,Unemployed,88950,Study,0,0,Low,0
18,Brazil,USA,Bachelors,Employed,61989,Work,2,0,Medium,1
49,Philippines,Germany,Bachelors,Unemployed,51937,Study,1,0,High,1
42,Nigeria,UK,HighSchool,Employed,90289,Work,0,0,Low,0
45,Brazil,USA,Masters,Employed,11966,Tourist,0,0,Low,0
21,Mexico,Canada,Bachelors,Unemployed,20987,Work,3,0,High,1
46,Philippines,Germany,HighSchool,Employed,82421,Business,1,0,Low,0
37,India,Germany,HighSchool,Employed,35666,Study,1,0,High,1
22,India,Germany,HighSchool,Unemployed,70339,Tourist,1,0,Medium,0
42,Mexico,UK,Masters,Unemployed,38508,Work,3,0,Medium,1
21,Mexico,Canada,Bachelors,Employed,9998,Business,0,0,High,0
47,Nigeria,UK,Bachelors,Employed,48965,Work,3,0,Low,1
41,Nigeria,Canada,HighSchool,Unemployed,28536,Business,0,0,High,0
42,Brazil,Canada,Masters,Employed,21684,Business,1,1,High,0
47,Philippines,Australia,Bachelors,Employed,54922,Work,0,0,Low,0
20,Brazil,UK,Bachelors,Unemployed,58569,Tourist,3,0,Medium,1
42,India,UK,Bachelors,Employed,96217,Study,1,0,Medium,1
20,India,Canada,Bachelors,Unemployed,11337,Tourist,3,0,High,0
40,Nigeria,Germany,HighSchool,Unemployed,57206,Tourist,1,0,High,0
20,Mexico,UK,HighSchool,Employed,73441,Work,0,0,Medium,0
32,Philippines,Germany,Bachelors,Employed,29713,Work,0,0,High,0
38,Brazil,USA,HighSchool,Employed,16673,Tourist,3,0,High,1
35,Brazil,UK,Bachelors,Unemployed,90522,Tourist,3,0,High,1
37,India,Australia,Bachelors,Unemployed,11051,Study,0,0,Medium,0
19,India,Australia,HighSchool,Unemployed,79469,Business,2,0,Low,0
28,Brazil,UK,HighSchool,Unemployed,81685,Study,0,0,High,0
19,India,Canada,Bachelors,Employed,13576,Study,0,0,High,0
21,India,USA,Masters,Unemployed,74559,Study,1,0,Medium,0
33,India,Australia,Bachelors,Employed,13326,Tourist,0,0,Medium,0
28,Philippines,Australia,HighSchool,Employed,53311,Study,1,0,High,1
29,Nigeria,Germany,Masters,Unemployed,21536,Tourist,2,0,Medium,0
43,Nigeria,UK,Bachelors,Employed,38286,Tourist,1,0,Medium,0
22,Mexico,USA,HighSchool,Unemployed,6800,Study,0,0,Medium,0
19,Philippines,Australia,Bachelors,Employed,88060,Study,0,0,Low,0
22,India,Germany,Masters,Employed,78059,Tourist,0,0,Medium,1
41,Nigeria,Germany,Masters,Employed,56838,Business,1,0,Medium,1
45,Nigeria,Germany,HighSchool,Unemployed,69543,Work,2,0,Medium,0
28,India,Australia,Masters,Unemployed,7293,Study,0,0,Low,0
32,Mexico,UK,Bachelors,Unemployed,16118,Business,2,0,High,0
22,Nigeria,Canada,HighSchool,Employed,32437,Study,2,0,High,1
29,Brazil,Australia,Bachelors,Employed,68816,Study,1,0,Medium,1
42,India,Germany,HighSchool,Unemployed,7771,Study,2,0,High,0
25,Philippines,Germany,HighSchool,Employed,11786,Study,0,0,Low,0
23,Mexico,Germany,Bachelors,Employed,32225,Work,1,1,Low,0
33,India,UK,HighSchool,Employed,93002,Business,0,0,High,0
21,Brazil,USA,Masters,Unemployed,34811,Study,2,0,High,1
18,Nigeria,Canada,Masters,Employed,41232,Work,1,0,Medium,1
33,Nigeria,USA,Bachelors,Employed,35457,Study,1,0,High,1
38,Mexico,Canada,Bachelors,Employed,62918,Study,3,0,Low,1
24,Mexico,UK,Bachelors,Unemployed,58385,Tourist,2,0,Medium,0
39,India,UK,Bachelors,Unemployed,59597,Work,3,0,High,1
29,Philippines,Germany,Masters,Employed,55527,Business,1,0,Low,1
25,India,Australia,Masters,Employed,17350,Study,0,0,Low,0
45,Brazil,USA,Masters,Unemployed,80152,Tourist,0,0,Low,0
27,India,UK,Masters,Employed,76852,Work,2,0,Low,1
47,Brazil,UK,Bachelors,Unemployed,34100,Study,1,0,High,0
46,Mexico,Canada,HighSchool,Employed,29913,Tourist,1,0,High,0
30,India,Canada,Bachelors,Unemployed,29095,Tourist,1,0,Low,0
46,Mexico,Germany,Bachelors,Employed,77476,Study,0,0,High,1
44,Mexico,Canada,HighSchool,Employed,86340,Study,1,0,Low,0
33,Mexico,Germany,HighSchool,Employed,59948,Study,3,0,High,1
23,Brazil,UK,Masters,Employed,60890,Tourist,0,0,Low,0
28,Nigeria,Canada,HighSchool,Employed,90296,Tourist,3,0,Low,1
46,Nigeria,Australia,HighSchool,Unemployed,11351,Work,1,0,Low,0
24,Philippines,Australia,Bachelors,Unemployed,24673,Tourist,0,0,Low,0
49,India,Germany,HighSchool,Unemployed,16375,Business,0,0,Low,0
26,Nigeria,Canada,Bachelors,Unemployed,27724,Tourist,0,0,Low,0
25,India,UK,Bachelors,Employed,25553,Work,1,0,Low,0
45,Nigeria,Australia,Masters,Employed,33378,Tourist,3,0,Low,1
29,Nigeria,Australia,HighSchool,Employed,18354,Study,1,0,Medium,0
49,Philippines,Canada,Bachelors,Unemployed,14968,Tourist,0,1,High,0
39,Nigeria,Germany,Masters,Employed,62988,Business,2,0,High,1
48,Mexico,USA,Bachelors,Unemployed,75645,Tourist,0,0,Medium,0
21,India,UK,Bachelors,Unemployed,95546,Tourist,2,0,Low,0
23,Mexico,USA,Masters,Unemployed,84385,Work,0,1,Medium,0
46,Nigeria,USA,Bachelors,Employed,15579,Tourist,2,0,Low,0
48,Nigeria,Germany,Masters,Employed,51761,Work,0,0,Low,1
27,Philippines,Canada,Masters,Employed,79957,Business,3,0,Medium,1
24,Brazil,Germany,HighSchool,Employed,35840,Business,2,0,High,1
36,Mexico,UK,HighSchool,Employed,98190,Business,3,0,Medium,1
25,Philippines,UK,Masters,Employed,91315,Tourist,0,0,Low,0
28,India,Germany,Masters,Unemployed,12046,Study,2,0,Medium,0
30,Nigeria,Canada,Masters,Unemployed,7202,Business,3,0,Medium,0
45,Philippines,Germany,Masters,Employed,51046,Work,1,0,Medium,1
32,India,USA,HighSchool,Employed,70543,Tourist,1,0,Low,0
21,Brazil,UK,Bachelors,Unemployed,89466,Work,3,0,Medium,1
25,India,UK,Bachelors,Employed,35433,Business,3,0,Low,1
40,Nigeria,Canada,Bachelors,Unemployed,74486,Work,2,0,High,1
44,Brazil,UK,HighSchool,Employed,79985,Work,1,0,Low,0
23,India,UK,HighSchool,Employed,35162,Study,0,0,Medium,0
43,Mexico,USA,HighSchool,Unemployed,86651,Study,3,0,Medium,0
23,Brazil,UK,HighSchool,Unemployed,60176,Tourist,1,0,Low,0
26,Nigeria,Australia,Masters,Employed,19439,Tourist,3,0,Low,1
48,Brazil,USA,Masters,Unemployed,69859,Work,0,1,High,0
41,Nigeria,Canada,HighSchool,Unemployed,52793,Tourist,0,0,Low,0
49,Mexico,UK,Masters,Employed,58290,Tourist,3,0,Low,1
31,Philippines,USA,Masters,Unemployed,79258,Business,3,0,High,1
43,Brazil,USA,Bachelors,Employed,11078,Tourist,1,0,Medium,0
39,India,Germany,HighSchool,Employed,11815,Work,3,0,High,1
37,India,Australia,Masters,Employed,51316,Tourist,1,0,High,1
29,Philippines,Germany,Masters,Employed,44957,Work,0,0,Medium,1
40,Brazil,UK,Bachelors,Unemployed,63736,Work,3,1,Medium,0
30,Brazil,Australia,Masters,Unemployed,32878,Work,1,0,High,0
43,Philippines,Canada,HighSchool,Unemployed,63384,Study,1,0,Low,0
34,Mexico,USA,Bachelors,Unemployed,95904,Business,1,0,Medium,0
18,Mexico,UK,Masters,Employed,18285,Business,0,0,Low,0
44,Brazil,USA,Bachelors,Unemployed,70525,Tourist,3,0,Low,0
48,Brazil,Germany,HighSchool,Unemployed,34374,Business,3,0,High,1
35,Philippines,Canada,HighSchool,Unemployed,82864,Tourist,3,0,Medium,1
45,Nigeria,Australia,HighSchool,Unemployed,88063,Work,2,1,Medium,0
48,Brazil,Germany,HighSchool,Employed,27347,Business,3,0,High,1
44,Nigeria,Canada,Bachelors,Unemployed,66964,Study,2,0,Low,0
37,Philippines,Germany,HighSchool,Unemployed,79531,Study,3,0,Medium,1
40,India,Australia,Masters,Employed,45521,Study,2,0,Medium,1
36,Mexico,Australia,Bachelors,Employed,34045,Study,2,0,Medium,1
20,Philippines,UK,HighSchool,Unemployed,67615,Study,0,0,Low,0
40,India,Canada,Bachelors,Unemployed,18953,Study,3,1,High,0
28,India,Canada,Masters,Unemployed,87886,Study,2,0,Medium,1
19,India,Australia,Bachelors,Employed,39032,Tourist,2,0,Low,0
36,Brazil,Canada,Masters,Unemployed,94613,Tourist,2,0,High,1
27,Brazil,Australia,Bachelors,Unemployed,58547,Study,0,0,High,0
22,Brazil,Canada,Masters,Employed,69772,Work,0,0,High,1
44,India,USA,HighSchool,Employed,98255,Work,2,0,Medium,1
38,Mexico,Germany,Masters,Unemployed,61195,Work,1,0,Low,0
40,Philippines,Australia,Masters,Employed,51842,Tourist,3,0,High,1
23,Nigeria,UK,Bachelors,Employed,61667,Study,0,0,High,1
40,India,Australia,Bachelors,Unemployed,75705,Business,2,0,High,1
24,Philippines,Australia,HighSchool,Unemployed,7908,Work,0,0,High,0
28,Brazil,UK,HighSchool,Unemployed,31310,Study,3,0,High,0
44,India,USA,Bachelors,Employed,67872,Work,0,0,High,1
20,Mexico,Canada,Masters,Employed,51036,Study,2,1,Low,0
33,Philippines,UK,Bachelors,Employed,16053,Tourist,1,1,Medium,0
26,Brazil,USA,Bachelors,Unemployed,88137,Work,0,0,Low,0
38,Philippines,Germany,Masters,Employed,63152,Work,2,0,Medium,1
32,India,Germany,Bachelors,Unemployed,50715,Tourist,1,0,Medium,0
41,Philippines,USA,Masters,Employed,33777,Work,3,0,High,1
29,India,Australia,Masters,Employed,32251,Work,3,0,High,1
18,India,Germany,HighSchool,Employed,55954,Study,1,0,High,1
23,Mexico,Canada,Masters,Unemployed,22495,Work,2,0,Low,0
41,Mexico,Australia,Masters,Unemployed,38431,Business,1,0,Medium,0
26,Brazil,Canada,Masters,Unemployed,31732,Business,1,0,Low,0
25,Mexico,UK,Masters,Employed,86325,Tourist,2,0,Medium,1
19,Nigeria,USA,Masters,Unemployed,45212,Business,2,0,Low,0
22,Nigeria,Canada,HighSchool,Unemployed,72550,Business,0,0,Medium,0
49,Mexico,Australia,Masters,Unemployed,31543,Study,3,0,Low,0
24,Nigeria,Germany,HighSchool,Employed,63864,Tourist,2,0,Medium,1
36,Philippines,USA,Masters,Unemployed,84749,Tourist,3,0,High,1
40,Brazil,Australia,Masters,Employed,24770,Work,1,0,Medium,0
26,India,UK,Masters,Employed,24476,Business,3,0,Low,1
31,Nigeria,Canada,Bachelors,Unemployed,56265,Work,1,0,High,1
22,Brazil,Canada,HighSchool,Unemployed,31150,Business,0,0,Low,0
46,Brazil,Canada,HighSchool,Unemployed,33227,Tourist,2,0,Medium,0
45,India,UK,Masters,Employed,83617,Work,0,0,Low,0
33,Philippines,Canada,Masters,Unemployed,96267,Business,2,0,High,1
40,Nigeria,USA,HighSchool,Unemployed,18192,Business,2,0,Low,0
23,Philippines,Canada,HighSchool,Employed,34462,Business,0,0,Low,0
37,Brazil,USA,HighSchool,Employed,61452,Study,0,0,Medium,0
36,Nigeria,Germany,Bachelors,Unemployed,92194,Study,0,0,High,0
22,Mexico,UK,HighSchool,Unemployed,40219,Study,3,0,Medium,0
21,Brazil,USA,HighSchool,Unemployed,51990,Study,0,1,Medium,0
47,Nigeria,UK,Masters,Unemployed,83223,Tourist,2,0,High,1
35,Mexico,Canada,Bachelors,Unemployed,86981,Business,2,1,Low,0
32,Philippines,Canada,Masters,Unemployed,79275,Work,0,0,High,1
48,Philippines,Germany,Bachelors,Employed,53441,Tourist,3,0,Low,1
44,Philippines,Australia,Bachelors,Unemployed,35932,Work,3,0,Medium,0
47,Philippines,Australia,HighSchool,Employed,37215,Business,3,0,High,1
26,India,UK,HighSchool,Unemployed,24167,Business,3,0,High,0
49,Nigeria,Germany,Masters,Unemployed,6471,Study,0,0,High,0
38,Philippines,USA,Masters,Unemployed,65895,Study,3,0,High,1
40,Mexico,USA,Masters,Employed,40806,Work,2,0,High,1
49,Philippines,UK,HighSchool,Employed,90713,Business,2,0,Medium,1
38,Brazil,Australia,Bachelors,Unemployed,91449,Tourist,3,0,Low,0
31,Philippines,USA,Masters,Unemployed,19610,Work,0,0,High,0
45,Brazil,Canada,Masters,Employed,80599,Study,0,0,High,1
23,Mexico,Germany,Masters,Unemployed,93345,Study,1,1,Medium,0
33,Philippines,Germany,Bachelors,Employed,37230,Business,0,1,Medium,0
47,Philippines,UK,Masters,Employed,91400,Business,3,0,Low,1
23,Nigeria,Germany,Masters,Employed,85182,Tourist,1,0,Low,1
46,India,UK,HighSchool,Employed,95843,Business,0,0,Low,0
19,Philippines,Canada,Masters,Unemployed,72781,Study,3,0,Low,1
33,India,Canada,Masters,Employed,94533,Business,3,0,Medium,1
23,India,UK,Bachelors,Unemployed,5052,Business,1,0,High,0
30,Philippines,Australia,Masters,Unemployed,88574,Tourist,1,0,Medium,0
35,India,Germany,HighSchool,Employed,33289,Tourist,3,1,High,0
26,Nigeria,UK,Masters,Employed,12929,Work,2,0,Low,0
45,Nigeria,UK,HighSchool,Employed,64144,Work,1,0,Medium,0
27,Mexico,USA,HighSchool,Employed,50727,Work,3,0,Medium,1
28,India,Canada,HighSchool,Employed,68384,Tourist,0,0,Medium,0
30,Brazil,UK,Bachelors,Employed,28181,Work,2,0,Low,0
33,Nigeria,Australia,Bachelors,Unemployed,73712,Business,2,0,Low,0
24,Philippines,Australia,Bachelors,Unemployed,26187,Study,1,1,High,0
46,Nigeria,Germany,Masters,Unemployed,95509,Tourist,0,0,High,1
25,India,Canada,Masters,Unemployed,8080,Work,2,0,High,0
45,Mexico,Germany,HighSchool,Employed,85401,Study,0,0,High,1
20,Philippines,USA,HighSchool,Employed,14150,Tourist,2,0,High,0
20,Mexico,Canada,Masters,Employed,59150,Business,0,0,Medium,1
27,Philippines,Germany,Masters,Employed,46261,Study,2,0,Low,1
33,Brazil,UK,Masters,Employed,28338,Tourist,1,1,Low,0
49,Philippines,UK,HighSchool,Unemployed,88346,Business,0,0,High,0
22,Philippines,Canada,Masters,Employed,79243,Business,1,0,Low,1
20,Nigeria,UK,HighSchool,Employed,26385,Study,3,0,Medium,0
29,Philippines,UK,Masters,Unemployed,93010,Study,1,0,Medium,0
25,Nigeria,Germany,Bachelors,Employed,11864,Tourist,2,1,Low,0
22,Brazil,Germany,Bachelors,Unemployed,56188,Study,3,0,Low,1
30,Philippines,Australia,Masters,Unemployed,64604,Tourist,3,0,High,1
27,Mexico,UK,HighSchool,Employed,78255,Tourist,2,0,High,1
42,India,Australia,HighSchool,Employed,96141,Business,1,0,Medium,0
42,India,Germany,HighSchool,Unemployed,94409,Study,2,0,High,1
38,Nigeria,UK,Masters,Employed,89624,Tourist,0,0,Medium,1
49,India,UK,HighSchool,Unemployed,53437,Business,2,0,Medium,0
35,India,USA,Masters,Employed,8626,Work,1,0,Low,0
